LECROYWR104MXi,22915,Waveform
Segments,1,SegmentSize,2002
Segment,TrigTime,TimeSinceSegment1
#1,15-Mar-2016 07:38:23,0                 
Time,Ampl
-2.169959e-008,-0.0161888
-2.159959e-008,-0.00658919
-2.149959e-008,-0.00978906
-2.139959e-008,-0.0129889
-2.129959e-008,-0.00658919
-2.119959e-008,-0.000189433
-2.109959e-008,-0.00338931
-2.099959e-008,-0.00978906
-2.089959e-008,-0.0161888
-2.079959e-008,-0.00978906
-2.069959e-008,-0.00978906
-2.059959e-008,-0.00338931
-2.049959e-008,-0.00978906
-2.039959e-008,-0.00338931
-2.029959e-008,-0.000189433
-2.019959e-008,-0.00338931
-2.009959e-008,-0.00338931
-1.999959e-008,-0.000189433
-1.989959e-008,-0.00658919
-1.979959e-008,-0.00338931
-1.969959e-008,-0.00658919
-1.959959e-008,0.00301044
-1.949959e-008,0.0094102
-1.939959e-008,0.00621032
-1.929959e-008,-0.00658919
-1.919959e-008,-0.00658919
-1.909959e-008,-0.0129889
-1.899959e-008,-0.00978906
-1.889959e-008,-0.00978906
-1.879959e-008,-0.00658919
-1.869959e-008,-0.00658919
-1.859959e-008,-0.00658919
-1.849959e-008,-0.00978906
-1.839959e-008,-0.00658919
-1.829959e-008,-0.00338931
-1.819959e-008,-0.00338931
-1.809959e-008,-0.0129889
-1.799959e-008,-0.00978906
-1.789959e-008,-0.00978906
-1.779959e-008,-0.00658919
-1.769959e-008,-0.00978906
-1.759959e-008,-0.00658919
-1.749959e-008,-0.00978906
-1.739959e-008,-0.00658919
-1.729959e-008,-0.00978906
-1.719959e-008,-0.0161888
-1.709959e-008,-0.0129889
-1.699959e-008,-0.00978906
-1.689959e-008,-0.00978906
-1.679959e-008,-0.0129889
-1.669959e-008,-0.00978906
-1.659959e-008,-0.00338931
-1.649959e-008,-0.000189433
-1.639959e-008,0.00301044
-1.629959e-008,-0.000189433
-1.619959e-008,-0.000189433
-1.609959e-008,-0.00978906
-1.599959e-008,-0.00338931
-1.589959e-008,-0.000189433
-1.579959e-008,-0.000189433
-1.569959e-008,-0.00338931
-1.559959e-008,-0.000189433
-1.549959e-008,0.00301044
-1.539959e-008,-0.000189433
-1.529959e-008,-0.00338931
-1.519959e-008,-0.00658919
-1.509959e-008,-0.00658919
-1.499959e-008,-0.000189433
-1.489959e-008,-0.000189433
-1.479959e-008,-0.00338931
-1.469959e-008,-0.00338931
-1.459959e-008,0.00301044
-1.449959e-008,-0.000189433
-1.439959e-008,-0.00658919
-1.429959e-008,-0.000189433
-1.419959e-008,0.00301044
-1.409959e-008,-0.000189433
-1.399959e-008,0.00301044
-1.389959e-008,-0.00338931
-1.379959e-008,-0.00658919
-1.369959e-008,-0.00338931
-1.359959e-008,-0.00338931
-1.349959e-008,-0.00338931
-1.339959e-008,0.00301044
-1.329959e-008,-0.000189433
-1.319959e-008,0.00301044
-1.309959e-008,0.00621032
-1.299959e-008,0.00301044
-1.289959e-008,-0.00658919
-1.279959e-008,-0.00338931
-1.269959e-008,-0.00338931
-1.259959e-008,-0.000189433
-1.249959e-008,-0.000189433
