LECROYWR104MXi,22915,Waveform
Segments,1,SegmentSize,2002
Segment,TrigTime,TimeSinceSegment1
#1,15-Mar-2016 07:36:11,0                 
Time,Ampl
-2.164274e-008,0.0126101
-2.154274e-008,0.0094102
-2.144274e-008,0.00621032
-2.134274e-008,-0.000189433
-2.124274e-008,0.00301044
-2.114274e-008,0.00621032
-2.104274e-008,0.01581
-2.094274e-008,0.0094102
-2.084274e-008,0.00621032
-2.074274e-008,-0.00338931
-2.064274e-008,-0.00338931
-2.054274e-008,-0.00658919
-2.044274e-008,-0.00978906
-2.034274e-008,-0.00658919
-2.024274e-008,-0.00658919
-2.014274e-008,-0.00338931
-2.004274e-008,0.00301044
-1.994274e-008,-0.000189433
-1.984274e-008,-0.00658919
-1.974274e-008,-0.00338931
-1.964274e-008,-0.00978906
-1.954274e-008,-0.00978906
-1.944274e-008,-0.0129889
-1.934274e-008,-0.00338931
-1.924274e-008,-0.000189433
-1.914274e-008,-0.00658919
-1.904274e-008,-0.00658919
-1.894274e-008,-0.00658919
-1.884274e-008,-0.00658919
-1.874274e-008,-0.00338931
-1.864274e-008,-0.000189433
-1.854274e-008,0.00301044
-1.844274e-008,-0.00338931
-1.834274e-008,0.00301044
-1.824274e-008,0.00301044
-1.814274e-008,0.00301044
-1.804274e-008,-0.000189433
-1.794274e-008,0.00301044
-1.784274e-008,-0.000189433
-1.774274e-008,-0.00658919
-1.764274e-008,-0.000189433
-1.754274e-008,0.00301044
-1.744274e-008,0.0094102
-1.734274e-008,0.00621032
-1.724274e-008,0.00301044
-1.714274e-008,-0.000189433
-1.704274e-008,-0.00338931
-1.694274e-008,-0.00338931
-1.684274e-008,-0.00658919
-1.674274e-008,-0.000189433
-1.664274e-008,-0.00978906
-1.654274e-008,-0.00978906
-1.644274e-008,-0.0129889
-1.634274e-008,-0.00978906
-1.624274e-008,-0.00658919
-1.614274e-008,-0.00978906
-1.604274e-008,-0.00658919
-1.594274e-008,-0.00978906
-1.584274e-008,0.00621032
-1.574274e-008,0.00301044
-1.564274e-008,0.00301044
-1.554274e-008,0.00621032
-1.544274e-008,0.00621032
-1.534274e-008,0.00301044
-1.524274e-008,0.00301044
-1.514274e-008,0.00301044
-1.504274e-008,-0.00338931
-1.494274e-008,-0.000189433
-1.484274e-008,-0.000189433
-1.474274e-008,0.00301044
-1.464274e-008,0.00301044
-1.454274e-008,0.00621032
-1.444274e-008,0.0094102
-1.434274e-008,0.00621032
-1.424274e-008,-0.00338931
-1.414274e-008,-0.00338931
-1.404274e-008,-0.00978906
-1.394274e-008,-0.00338931
-1.384274e-008,-0.00658919
-1.374274e-008,-0.00658919
-1.364274e-008,-0.00338931
-1.354274e-008,-0.00338931
-1.344274e-008,-0.00338931
-1.334274e-008,-0.000189433
-1.324274e-008,-0.00338931
-1.314274e-008,-0.00338931
-1.304274e-008,-0.00978906
-1.294274e-008,-0.00658919
-1.284274e-008,-0.00978906
-1.274274e-008,-0.00338931
-1.264274e-008,-0.00658919
-1.254274e-008,0.00301044
-1.244274e-008,0.00301044
-1.234274e-008,0.00301044
-1.224274e-008,0.00301044
-1.214274e-008,-0.000189433
-1.204274e-008,-0.000189433
-1.194274e-008,0.00301044
-1.184274e-008,0.00301044
-1.174274e-008,0.00301044
-1.164274e-008,-0.00338931
-1.154274e-008,-0.00658919
-1.144274e-008,-0.00978906
-1.134274e-008,-0.00338931
-1.124274e-008,-0.00658919
-1.114274e-008,-0.00338931
-1.104274e-008,-0.00658919
-1.094274e-008,-0.000189433
-1.084274e-008,-0.00338931
-1.074274e-008,-0.000189433
-1.064274e-008,-0.000189433
-1.054274e-008,0.00301044
-1.044274e-008,0.00301044
-1.034274e-008,-0.000189433
-1.024274e-008,-0.000189433
-1.014274e-008,-0.00338931
-1.004274e-008,-0.00338931
-9.942745e-009,-0.00338931
-9.842745e-009,-0.00658919
-9.742745e-009,-0.00338931
-9.642745e-009,-0.00658919
-9.542745e-009,-0.00338931
-9.442745e-009,-0.00338931
-9.342745e-009,-0.000189433
-9.242745e-009,0.00301044
-9.142745e-009,0.00621032
-9.042745e-009,-0.000189433
-8.942745e-009,0.00301044
-8.842745e-009,0.00301044
-8.742745e-009,-0.000189433
-8.642745e-009,0.00301044
-8.542745e-009,0.0094102
-8.442745e-009,0.0190098
-8.342745e-009,0.0126101
-8.242745e-009,0.0094102
-8.142745e-009,0.0126101
-8.042745e-009,0.0094102
-7.942745e-009,0.00301044
-7.842745e-009,-0.00658919
-7.742745e-009,-0.00338931
-7.642745e-009,-0.00978906
-7.542745e-009,-0.00338931
-7.442745e-009,0.00301044
-7.342745e-009,0.00301044
-7.242745e-009,-0.000189433
-7.142745e-009,-0.000189433
-7.042745e-009,-0.000189433
-6.942745e-009,-0.000189433
-6.842745e-009,-0.000189433
-6.742745e-009,-0.00658919
-6.642745e-009,-0.000189433
-6.542745e-009,0.00621032
-6.442745e-009,0.00621032
-6.342745e-009,0.00621032
-6.242745e-009,0.0094102
-6.142745e-009,0.0094102
-6.042745e-009,-0.000189433
-5.942745e-009,-0.000189433
-5.842745e-009,-0.00338931
-5.742745e-009,0.00301044
-5.642745e-009,-0.00338931
-5.542745e-009,-0.00338931
-5.442745e-009,-0.00338931
-5.342745e-009,-0.000189433
-5.242745e-009,-0.00658919
-5.142745e-009,-0.00338931
-5.042745e-009,-0.00978906
-4.942745e-009,-0.00338931
-4.842745e-009,-0.00658919
-4.742745e-009,-0.00658919
-4.642745e-009,-0.00658919
-4.542745e-009,-0.00978906
-4.442745e-009,-0.00658919
-4.342745e-009,-0.00338931
-4.242745e-009,-0.00338931
-4.142745e-009,0.00301044
-4.042745e-009,0.00301044
-3.942745e-009,-0.00338931
-3.842745e-009,-0.000189433
-3.742745e-009,-0.000189433
-3.642745e-009,-0.000189433
-3.542745e-009,-0.000189433
-3.442745e-009,-0.000189433
-3.342745e-009,-0.000189433
-3.242745e-009,-0.000189433
-3.142745e-009,-0.00338931
-3.042745e-009,-0.00338931
-2.942745e-009,-0.000189433
-2.842745e-009,-0.00338931
-2.742745e-009,-0.000189433
-2.642745e-009,-0.00338931
-2.542745e-009,-0.00978906
-2.442745e-009,-0.00978906
-2.342745e-009,-0.00978906
-2.242745e-009,-0.00338931
-2.142745e-009,-0.00338931
-2.042745e-009,-0.00338931
-1.942745e-009,-0.00338931
-1.842745e-009,-0.00338931
-1.742745e-009,-0.000189433
-1.642745e-009,-0.000189433
-1.542745e-009,-0.000189433
-1.442745e-009,0.00301044
-1.342745e-009,-0.000189433
-1.242745e-009,-0.00978906
-1.142745e-009,-0.00338931
-1.042745e-009,0.00301044
-9.427447e-010,0.00301044
-8.427447e-010,-0.000189433
-7.427447e-010,-0.000189433
-6.427447e-010,-0.00338931
-5.427447e-010,0.00301044
-4.427447e-010,-0.00338931
-3.427447e-010,-0.000189433
-2.427447e-010,-0.00338931
-1.427447e-010,0.00301044
-4.274474e-011,0.01581
5.725526e-011,0.041409
1.572553e-010,0.0606082
