LECROYWR104MXi,22915,Waveform
Segments,1,SegmentSize,2002
Segment,TrigTime,TimeSinceSegment1
#1,15-Mar-2016 07:36:02,0                 
Time,Ampl
-2.162095e-008,-0.00338931
-2.152095e-008,0.00301044
-2.142095e-008,-0.000189433
-2.132095e-008,0.00301044
-2.122095e-008,-0.00338931
-2.112095e-008,-0.000189433
-2.102095e-008,-0.000189433
-2.092095e-008,0.00301044
-2.082095e-008,0.00301044
-2.072095e-008,-0.00338931
-2.062095e-008,-0.00658919
-2.052095e-008,-0.00338931
-2.042095e-008,-0.00338931
-2.032095e-008,-0.000189433
-2.022095e-008,-0.00338931
-2.012095e-008,-0.00978906
-2.002095e-008,-0.00658919
-1.992095e-008,-0.00658919
-1.982095e-008,-0.00978906
-1.972095e-008,-0.00658919
-1.962095e-008,-0.0129889
-1.952095e-008,-0.0161888
-1.942095e-008,-0.0129889
-1.932095e-008,-0.0129889
-1.922095e-008,-0.0161888
-1.912095e-008,-0.0161888
-1.902095e-008,-0.00978906
-1.892095e-008,-0.00338931
-1.882095e-008,-0.00658919
-1.872095e-008,-0.00338931
-1.862095e-008,-0.00658919
-1.852095e-008,-0.00338931
-1.842095e-008,-0.00658919
-1.832095e-008,-0.00658919
-1.822095e-008,-0.0129889
-1.812095e-008,-0.0193887
-1.802095e-008,-0.0129889
-1.792095e-008,-0.00338931
-1.782095e-008,-0.00338931
-1.772095e-008,-0.00338931
-1.762095e-008,-0.00658919
-1.752095e-008,-0.00658919
-1.742095e-008,-0.0129889
-1.732095e-008,-0.0129889
-1.722095e-008,-0.0161888
-1.712095e-008,-0.00978906
-1.702095e-008,-0.00658919
-1.692095e-008,-0.00658919
-1.682095e-008,-0.00658919
-1.672095e-008,-0.00658919
-1.662095e-008,-0.00978906
-1.652095e-008,-0.0129889
-1.642095e-008,-0.00978906
-1.632095e-008,-0.00658919
-1.622095e-008,-0.0129889
-1.612095e-008,-0.00978906
-1.602095e-008,-0.00978906
-1.592095e-008,-0.00978906
-1.582095e-008,-0.000189433
-1.572095e-008,-0.000189433
-1.562095e-008,-0.00338931
-1.552095e-008,0.00301044
-1.542095e-008,0.00621032
-1.532095e-008,-0.000189433
-1.522095e-008,-0.000189433
-1.512095e-008,0.00301044
-1.502095e-008,-0.00338931
-1.492095e-008,-0.00338931
-1.482095e-008,-0.00978906
-1.472095e-008,-0.00338931
-1.462095e-008,0.00301044
-1.452095e-008,-0.00658919
-1.442095e-008,-0.00978906
-1.432095e-008,-0.00978906
-1.422095e-008,-0.0129889
-1.412095e-008,-0.0129889
-1.402095e-008,-0.0193887
-1.392095e-008,-0.0129889
-1.382095e-008,-0.00658919
-1.372095e-008,-0.00338931
-1.362095e-008,-0.00978906
-1.352095e-008,-0.00658919
-1.342095e-008,-0.000189433
-1.332095e-008,0.00301044
-1.322095e-008,-0.00978906
-1.312095e-008,-0.00978906
-1.302095e-008,-0.0193887
-1.292095e-008,-0.0129889
-1.282095e-008,-0.00978906
-1.272095e-008,-0.000189433
-1.262095e-008,-0.00338931
-1.252095e-008,-0.000189433
-1.242095e-008,-0.000189433
-1.232095e-008,0.00301044
-1.222095e-008,0.00301044
-1.212095e-008,-0.00338931
-1.202095e-008,-0.00978906
-1.192095e-008,-0.00658919
-1.182095e-008,-0.00658919
-1.172095e-008,-0.00338931
-1.162095e-008,-0.00338931
-1.152095e-008,0.00301044
-1.142095e-008,-0.000189433
-1.132095e-008,-0.000189433
-1.122095e-008,-0.00658919
-1.112095e-008,-0.00658919
-1.102095e-008,-0.00658919
-1.092095e-008,-0.00338931
-1.082095e-008,-0.00658919
-1.072095e-008,-0.00658919
-1.062095e-008,-0.00978906
-1.052095e-008,-0.00978906
-1.042095e-008,-0.0129889
-1.032095e-008,-0.00978906
-1.022095e-008,-0.0129889
-1.012095e-008,-0.00978906
-1.002095e-008,-0.00658919
-9.920948e-009,-0.00978906
-9.820948e-009,-0.00338931
-9.720948e-009,-0.000189433
-9.620948e-009,-0.000189433
-9.520948e-009,0.00301044
-9.420948e-009,-0.000189433
-9.320948e-009,-0.00338931
-9.220948e-009,-0.00338931
-9.120948e-009,-0.000189433
-9.020948e-009,-0.00658919
-8.920948e-009,-0.00978906
-8.820948e-009,-0.0129889
-8.720948e-009,-0.00658919
-8.620948e-009,-0.00658919
-8.520948e-009,-0.00338931
-8.420948e-009,-0.00338931
-8.320948e-009,-0.000189433
-8.220948e-009,-0.000189433
-8.120948e-009,-0.00658919
-8.020948e-009,-0.00978906
-7.920948e-009,-0.0161888
-7.820948e-009,-0.0225886
-7.720948e-009,-0.0225886
-7.620948e-009,-0.0161888
-7.520948e-009,-0.0129889
-7.420948e-009,-0.00978906
-7.320948e-009,-0.00338931
-7.220948e-009,-0.00338931
-7.120948e-009,-0.00338931
-7.020948e-009,-0.00658919
-6.920948e-009,-0.00658919
-6.820948e-009,-0.00338931
-6.720948e-009,-0.000189433
-6.620948e-009,-0.00658919
-6.520948e-009,-0.00658919
-6.420948e-009,-0.00978906
-6.320948e-009,-0.00338931
-6.220948e-009,-0.00658919
-6.120948e-009,-0.000189433
-6.020948e-009,-0.00658919
-5.920948e-009,-0.00338931
-5.820948e-009,-0.00658919
-5.720948e-009,-0.00338931
-5.620948e-009,-0.00658919
-5.520948e-009,-0.000189433
-5.420948e-009,-0.000189433
-5.320948e-009,-0.000189433
-5.220948e-009,-0.00338931
-5.120948e-009,-0.00658919
-5.020948e-009,-0.00978906
-4.920948e-009,-0.00658919
-4.820948e-009,-0.00338931
-4.720948e-009,-0.00978906
-4.620948e-009,-0.0161888
-4.520948e-009,-0.0161888
-4.420948e-009,-0.0193887
-4.320948e-009,-0.0129889
-4.220948e-009,-0.0129889
-4.120948e-009,-0.0225886
-4.020948e-009,-0.0193887
-3.920948e-009,-0.0129889
-3.820948e-009,-0.00978906
-3.720948e-009,-0.00978906
-3.620948e-009,-0.0161888
-3.520948e-009,-0.0161888
-3.420948e-009,-0.0161888
-3.320948e-009,-0.00978906
-3.220948e-009,-0.00658919
-3.120948e-009,0.00301044
-3.020948e-009,0.00301044
-2.920948e-009,0.00301044
-2.820948e-009,-0.00658919
-2.720948e-009,-0.00338931
-2.620948e-009,-0.000189433
-2.520948e-009,0.00301044
-2.420948e-009,0.00301044
-2.320948e-009,-0.000189433
-2.220948e-009,-0.0129889
-2.120948e-009,-0.0129889
-2.020948e-009,-0.0129889
-1.920948e-009,-0.0129889
-1.820948e-009,-0.00658919
-1.720948e-009,-0.00338931
-1.620948e-009,-0.00338931
-1.520948e-009,-0.00658919
-1.420948e-009,-0.00658919
-1.320948e-009,-0.00338931
-1.220948e-009,-0.00978906
-1.120948e-009,-0.00978906
-1.020948e-009,-0.00978906
-9.20948e-010,-0.00658919
-8.20948e-010,-0.00658919
-7.20948e-010,-0.00658919
-6.20948e-010,-0.00978906
-5.20948e-010,-0.0129889
-4.20948e-010,-0.0129889
-3.20948e-010,-0.00338931
-2.20948e-010,-0.00338931
-1.20948e-010,0.00621032
-2.094798e-011,0.0222097
7.905202e-011,0.0446088
1.79052e-010,0.0606082
2.79052e-010,0.0862072
3.79052e-010,0.108606
4.79052e-010,0.121406
5.79052e-010,0.121406
6.79052e-010,0.124606
7.79052e-010,0.0990068
8.79052e-010,0.092607
9.79052e-010,0.0862072
1.079052e-009,0.0734077
1.179052e-009,0.067008
1.279052e-009,0.0638081
1.379052e-009,0.0606082
1.479052e-009,0.0574084
1.579052e-009,0.0478087
1.679052e-009,0.041409
1.779052e-009,0.0382091
1.879052e-009,0.0286095
1.979052e-009,0.0318093
2.079052e-009,0.041409
2.179052e-009,0.0446088
2.279052e-009,0.0510086
2.379052e-009,0.0510086
2.479052e-009,0.0510086
2.579052e-009,0.0478087
2.679052e-009,0.0510086
2.779052e-009,0.0382091
2.879052e-009,0.0350092
2.979052e-009,0.041409
3.079052e-009,0.0350092
3.179052e-009,0.0382091
3.279052e-009,0.0350092
3.379052e-009,0.0382091
3.479052e-009,0.0286095
3.579052e-009,0.0350092
3.679052e-009,0.0254096
3.779052e-009,0.0222097
3.879052e-009,0.0190098
3.979052e-009,0.0190098
4.079052e-009,0.01581
4.179052e-009,0.0126101
4.279052e-009,0.0126101
4.379052e-009,0.0222097
4.479052e-009,0.0190098
4.579052e-009,0.0222097
4.679052e-009,0.0190098
4.779052e-009,0.0254096
4.879052e-009,0.0222097
4.979052e-009,0.0254096
5.079052e-009,0.0222097
5.179052e-009,0.0190098
5.279052e-009,0.0222097
5.379052e-009,0.0190098
5.479052e-009,0.0222097
5.579052e-009,0.0222097
5.679052e-009,0.0254096
5.779052e-009,0.01581
5.879052e-009,0.0126101
5.979052e-009,0.0126101
6.079052e-009,0.0126101
6.179052e-009,0.0190098
6.279052e-009,0.0222097
