LECROYWR104MXi,22915,Waveform
Segments,1,SegmentSize,2002
Segment,TrigTime,TimeSinceSegment1
#1,15-Mar-2016 07:36:20,0                 
Time,Ampl
-2.168678e-008,-0.00978906
-2.158678e-008,-0.00338931
-2.148678e-008,-0.00658919
-2.138678e-008,-0.00658919
-2.128678e-008,-0.00338931
-2.118678e-008,-0.00658919
-2.108678e-008,-0.00978906
-2.098678e-008,-0.0129889
-2.088678e-008,-0.00658919
-2.078678e-008,-0.00658919
-2.068678e-008,-0.00338931
-2.058678e-008,0.0094102
-2.048678e-008,0.00621032
-2.038678e-008,-0.000189433
-2.028678e-008,0.00301044
-2.018678e-008,-0.000189433
-2.008678e-008,-0.000189433
-1.998678e-008,0.00301044
-1.988678e-008,-0.00338931
-1.978678e-008,-0.00338931
-1.968678e-008,-0.00338931
-1.958678e-008,-0.000189433
-1.948678e-008,0.00301044
-1.938678e-008,-0.000189433
-1.928678e-008,-0.000189433
-1.918678e-008,0.00301044
-1.908678e-008,-0.00658919
-1.898678e-008,-0.00658919
-1.888678e-008,-0.00338931
-1.878678e-008,-0.00658919
-1.868678e-008,-0.00338931
-1.858678e-008,-0.00658919
-1.848678e-008,-0.00338931
-1.838678e-008,-0.00658919
-1.828678e-008,-0.00658919
-1.818678e-008,-0.00978906
-1.808678e-008,-0.00338931
-1.798678e-008,-0.0129889
-1.788678e-008,-0.0129889
-1.778678e-008,-0.00978906
-1.768678e-008,-0.00658919
-1.758678e-008,-0.00978906
-1.748678e-008,-0.00338931
-1.738678e-008,-0.00338931
-1.728678e-008,0.00301044
-1.718678e-008,0.00301044
-1.708678e-008,0.00621032
-1.698678e-008,-0.000189433
-1.688678e-008,0.00301044
-1.678678e-008,-0.00338931
-1.668678e-008,-0.000189433
-1.658678e-008,-0.00658919
-1.648678e-008,-0.00978906
-1.638678e-008,-0.0129889
-1.628678e-008,-0.0129889
-1.618678e-008,-0.00978906
-1.608678e-008,-0.00338931
-1.598678e-008,-0.00658919
-1.588678e-008,-0.00338931
-1.578678e-008,-0.0129889
-1.568678e-008,-0.0129889
-1.558678e-008,-0.00978906
-1.548678e-008,-0.00658919
-1.538678e-008,-0.00658919
-1.528678e-008,-0.00978906
-1.518678e-008,-0.000189433
-1.508678e-008,0.00621032
-1.498678e-008,0.00301044
-1.488678e-008,-0.00338931
-1.478678e-008,-0.00658919
-1.468678e-008,-0.00658919
-1.458678e-008,-0.00658919
-1.448678e-008,-0.00978906
-1.438678e-008,-0.00338931
-1.428678e-008,0.00301044
-1.418678e-008,0.01581
-1.408678e-008,0.0126101
-1.398678e-008,-0.000189433
-1.388678e-008,-0.00658919
-1.378678e-008,-0.0129889
-1.368678e-008,-0.0161888
-1.358678e-008,-0.0225886
-1.348678e-008,-0.0129889
-1.338678e-008,-0.0129889
-1.328678e-008,-0.00658919
-1.318678e-008,-0.00658919
-1.308678e-008,-0.00658919
-1.298678e-008,-0.00658919
-1.288678e-008,-0.000189433
-1.278678e-008,-0.000189433
-1.268678e-008,-0.00338931
-1.258678e-008,-0.00338931
-1.248678e-008,0.00301044
-1.238678e-008,-0.000189433
-1.228678e-008,-0.000189433
-1.218678e-008,-0.00658919
-1.208678e-008,-0.00978906
-1.198678e-008,-0.00658919
-1.188678e-008,-0.00338931
-1.178678e-008,-0.00338931
-1.168678e-008,-0.00978906
-1.158678e-008,-0.0161888
-1.148678e-008,-0.0129889
-1.138678e-008,-0.00978906
-1.128678e-008,-0.00338931
-1.118678e-008,-0.00338931
-1.108678e-008,-0.00338931
-1.098678e-008,-0.00978906
-1.088678e-008,-0.0129889
-1.078678e-008,-0.0129889
-1.068678e-008,-0.0161888
-1.058678e-008,-0.00978906
-1.048678e-008,-0.00978906
-1.038678e-008,-0.00978906
-1.028678e-008,-0.0129889
-1.018678e-008,-0.00658919
-1.008678e-008,-0.000189433
-9.98678e-009,-0.00338931
-9.88678e-009,-0.00658919
-9.78678e-009,-0.00978906
-9.68678e-009,-0.00658919
-9.58678e-009,-0.00658919
-9.48678e-009,-0.00658919
-9.38678e-009,-0.000189433
-9.28678e-009,0.00301044
-9.18678e-009,-0.00338931
